Mean,High,Low,Open,Ma,Rsi,CCI,adx,Macd,atr,Chaiken,HighLow,Aligator,AC,AD,Close,Date,Dt,Mom-BollObv,Adx-Boll
2931,2967,2895,0.8596,0.85754,66.40371,81.00928,34.70891,0.00143,0.00121,653521,19356.33481,0.85754,-0.00019,104256.9415,0.8596,2016.08.11 03:00:00,1,1,1
2900,2960,2840,0.8584,0.85762,60.10422,36.34146,33.20501,0.00132,0.00124,638828,16315.12824,0.85762,-0.00016,89563.9415,0.8584,2016.08.11 04:00:00,1,1,1
2849.5,2878,2821,0.85873,0.85772,61.16794,44.42089,30.64271,0.00124,0.00122,648611,15154.11606,0.85772,-0.00025,97630.62571,0.85873,2016.08.11 05:00:00,1,1,1
2885,2907,2863,0.85901,0.85784,62.06894,52.52999,29.99562,0.00119,0.00117,658802,15197.22908,0.85784,-0.00033,105042.2621,0.85901,2016.08.11 06:00:00,1,1,1
2870.5,2904,2837,0.85844,0.85789,59.13606,23.06464,28.14915,0.00109,0.00114,648354,13566.37251,0.85789,-0.00041,96777.42625,0.85844,2016.08.11 07:00:00,1,1,1
2877,2913,2841,0.85874,0.85797,60.17598,33.28367,26.78405,0.00102,0.0011,660485,11985.27055,0.85797,-0.00045,95766.50958,0.85874,2016.08.11 08:00:00,1,1,1
2830.5,2892,2769,0.85812,0.85798,57.02679,-12.77016,24.8457,0.0009,0.00104,637159,9518.55058,0.85798,-0.00047,88749.74536,0.85812,2016.08.11 09:00:00,1,1,1
2892.5,3008,2777,0.86004,0.85817,63.276,130.33058,23.37782,0.00096,0.0011,677345,13792.18216,0.85817,-0.00032,127544.0224,0.86004,2016.08.11 10:00:00,1,1,1
3035,3105,2965,0.86033,0.85837,64.10387,168.90276,23.44854,0.00101,0.00112,717610,16209.54046,0.85837,-6.00E-05,126393.5938,0.86033,2016.08.11 11:00:00,1,1,1
2990,3046,2934,0.85936,0.85846,59.40095,57.96972,22.7313,0.00097,0.00112,687513,12872.18724,0.85846,9.00E-05,97371.4867,0.85936,2016.08.11 12:00:00,1,1,1
2917.5,2991,2844,0.85875,0.85848,56.65635,-38.85124,20.7651,0.00087,0.00104,653934,7215.19216,0.85848,2.00E-05,77955.05813,0.85875,2016.08.11 13:00:00,1,1,1
2895.5,2976,2815,0.85969,0.85859,59.67134,99.08216,19.37847,0.00086,0.00105,685629,7798.0864,0.85859,-2.00E-05,106893.9712,0.85969,2016.08.11 14:00:00,1,1,1
3017.5,3097,2938,0.86006,0.85873,60.79836,141.53316,18.76196,0.00087,0.00104,720342,7219.42957,0.85873,-1.00E-05,101872.5938,0.86006,2016.08.11 15:00:00,1,1,1
2972.5,3038,2907,0.86033,0.85887,61.62016,152.92131,17.63389,0.00089,0.00105,756549,11981.30715,0.85887,-0.00026,135315.7007,0.86033,2016.08.11 16:00:00,1,1,1
3120,3220,3020,0.86215,0.85917,66.57902,287.35049,18.22586,0.00104,0.0011,798959,21365.43261,0.85917,-0.00016,175605.2007,0.86215,2016.08.11 17:00:00,1,1,1
3195,3238,3152,0.86178,0.85941,64.79204,197.7887,19.0803,0.00112,0.0011,761577,24926.92851,0.85941,0.00015,160826.2705,0.86178,2016.08.11 18:00:00,1,1,1
3097,3184,3010,0.86022,0.85948,57.91098,57.29537,17.9499,0.00104,0.00116,734142,23026.06292,0.85948,0.00031,137175.4084,0.86022,2016.08.11 19:00:00,1,1,1
3011,3043,2979,0.85985,0.85952,56.41879,23.36668,16.65355,0.00094,0.00114,709678,18044.44858,0.85952,0.00013,117298.4084,0.85985,2016.08.11 20:00:00,1,1,1
2958,2997,2919,0.85934,0.8595,54.35212,-20.32581,16.74277,0.00081,0.00112,689349,12164.61335,0.8595,-9.00E-05,104266.9981,0.85933,2016.08.11 21:00:00,1,1,1
2948.5,2976,2921,0.85954,0.8595,55.05032,-4.90722,16.82389,0.00071,0.00112,706334,8419.59811,0.8595,-0.0005,107663.9981,0.85954,2016.08.11 22:00:00,1,1,1
2969.5,2991,2948,0.85956,0.85951,55.18741,-3.69091,16.11051,0.00063,0.00111,718173,4667.3828,0.85951,-0.00084,101331.5098,0.85958,2016.08.11 23:00:00,1,1,1
2945,2972,2918,0.85951,0.85951,54.70566,-12.84829,16.40709,0.00056,0.0011,715029,2040.0278,0.85951,-0.00091,101564.3986,0.85947,2016.08.12 00:00:00,1,1,1
2962.5,2994,2931,0.85972,0.85953,55.62994,3.96984,15.88243,0.00051,0.00108,730102,925.48462,0.85953,-0.00076,106110.224,0.85972,2016.08.12 01:00:00,1,1,1
2973.5,3009,2938,0.8598,0.85955,55.93209,7.09669,14.93833,0.00047,0.00108,742457,504.42783,0.85955,-0.00047,108372.4071,0.8598,2016.08.12 02:00:00,1,1,1
2948.5,3002,2895,0.85918,0.85952,52.99539,-56.31188,14.84102,0.00039,0.00111,726089,-1278.64397,0.85952,-0.00025,99041.11742,0.85918,2016.08.12 03:00:00,1,1,1
2889.5,2927,2852,0.85859,0.85943,50.35372,-117.75973,15.70815,0.00027,0.00112,712779,-4187.54799,0.85943,-0.00023,88215.65075,0.85859,2016.08.12 04:00:00,1,1,1
2862,2877,2847,0.85856,0.85935,50.22006,-118.61231,16.75465,0.00017,0.0011,700790,-6838.65645,0.85935,-0.00025,83420.05075,0.85856,2016.08.12 05:00:00,1,1,1
2868.5,2887,2850,0.85872,0.8593,50.94915,-109.40774,16.97982,0.00011,0.00106,711519,-8167.88195,0.8593,-0.00031,85449.86156,0.85872,2016.08.12 06:00:00,1,1,1
2881.5,2906,2857,0.859,0.85927,52.23463,-73.50122,16.20728,8.00E-05,0.00097,723245,-7479.89552,0.85927,-0.00034,94304.18809,0.859,2016.08.12 07:00:00,1,1,1
2874,2905,2843,0.85878,0.85923,51.17841,-87.2986,15.95922,4.00E-05,0.00093,711803,-6547.21654,0.85923,-0.00032,96149.67196,0.85879,2016.08.12 08:00:00,1,1,1
2941,3008,2874,0.85977,0.85927,55.57966,11.29112,15.03417,8.00E-05,0.00094,738222,-3504.1581,0.85927,-0.00012,110344.9555,0.85977,2016.08.12 09:00:00,1,1,1
3024,3084,2964,0.86046,0.85938,58.35514,74.54597,15.33523,0.00017,0.00093,776943,909.01943,0.85938,0.00019,124542.6555,0.86046,2016.08.12 10:00:00,1,1,1
3077.5,3130,3025,0.86042,0.85948,58.13404,63.59782,16.29266,0.00024,0.0009,745803,547.43548,0.85948,0.00047,103486.0841,0.86042,2016.08.12 11:00:00,1,1,1
3125.5,3216,3035,0.86068,0.85959,59.18936,82.20529,17.8303,0.00031,0.00091,777993,-2965.30142,0.85959,0.0007,83033.87417,0.86068,2016.08.12 12:00:00,1,1,1
3059,3090,3028,0.86048,0.85967,58.00834,61.93397,18.92267,0.00034,0.00088,751725,-6775.82705,0.85967,0.00073,73712.97094,0.86048,2016.08.12 13:00:00,1,1,1
3042.5,3106,2979,0.86055,0.85975,58.31401,85.72249,18.89333,0.00037,0.00085,777334,-8417.91683,0.85975,0.00057,78754.11268,0.86055,2016.08.12 14:00:00,1,1,1
3062,3213,2911,0.86146,0.8599,62.11938,188.98455,19.46201,0.00046,0.00095,827288,-4872.60244,0.8599,0.00033,106873.914,0.86147,2016.08.12 15:00:00,1,1,1
3243,3374,3112,0.86288,0.86017,66.97134,265.37201,20.88444,0.00064,0.00099,875545,292.62161,0.86017,0.00032,123450.7461,0.86288,2016.08.12 16:00:00,1,1,1
3347.5,3474,3221,0.86421,0.86054,70.68963,271.86373,22.68517,0.00088,0.00108,921791,8082.52022,0.86054,0.00042,150320.9516,0.86421,2016.08.12 17:00:00,1,1,1
3409.5,3467,3352,0.86387,0.86084,68.61617,200.45117,24.3222,0.00103,0.0011,889894,11224.43828,0.86084,0.00071,137839.5168,0.86387,2016.08.12 18:00:00,1,1,1
3456,3534,3378,0.86435,0.86116,69.92389,185.83257,26.35838,0.00117,0.00115,917440,11931.69937,0.86116,0.00101,130423.286,0.86435,2016.08.12 19:00:00,1,1,1
3473,3511,3435,0.8649,0.8615,71.35969,169.1968,28.20946,0.00132,0.00116,934657,13368.12047,0.8615,0.00119,138125.6282,0.8649,2016.08.12 20:00:00,1,1,1
3464.5,3524,3405,0.86423,0.86175,67.25305,119.43958,28.99425,0.00136,0.00119,918905,12295.79521,0.86175,0.00101,127138.9391,0.86423,2016.08.12 21:00:00,1,1,1
3404,3456,3352,0.86454,0.862,68.14369,112.24733,28.08781,0.0014,0.00121,934390,13653.98632,0.862,0.00057,142028.3622,0.86454,2016.08.12 22:00:00,1,1,1
3442,3513,3371,0.86359,0.86217,63.84986,77.88563,28.01011,0.00136,0.00125,922427,12634.56027,0.86217,0.00018,131750.2917,0.86381,2016.08.12 23:00:00,1,1,1
3404.5,3450,3359,0.86416,0.86235,64.93053,79.21523,27.53069,0.00135,0.00124,923779,11701.98433,0.86235,-0.0002,132062.2917,0.86415,2016.08.15 00:00:00,1,1,1
3458,3500,3416,0.86464,0.86256,66.4483,85.12746,28.1329,0.00135,0.00124,937364,11108.9329,0.86256,-0.00032,134003.006,0.86464,2016.08.15 01:00:00,1,1,1
3484,3509,3459,0.86484,0.86276,67.05929,83.42961,28.96404,0.00136,0.00125,950675,10452.10391,0.86276,-0.0003,134003.006,0.86484,2016.08.15 02:00:00,1,1,1
3440.5,3484,3397,0.86397,0.86287,61.90989,50.57249,27.58471,0.00128,0.00128,937966,7744.83178,0.86287,-0.0002,121294.006,0.86397,2016.08.15 03:00:00,1,1,1
3306.5,3400,3213,0.86213,0.86281,52.89075,-18.37785,25.95669,0.00106,0.00134,920724,2979.90006,0.86281,-0.00033,104052.006,0.86213,2016.08.15 04:00:00,1,1,1
3274,3336,3212,0.86315,0.86284,56.57318,13.26816,24.49192,0.00095,0.00137,934844,1148.85651,0.86284,-0.00046,113389.4254,0.86315,2016.08.15 05:00:00,1,1,1
3290,3319,3261,0.86273,0.86283,54.72373,-11.42394,23.1603,0.00082,0.00134,924879,-1055.03042,0.86283,-0.00065,107547.8736,0.86273,2016.08.15 06:00:00,1,1,1
3321.5,3373,3270,0.86363,0.8629,57.82587,25.86267,21.432,0.00079,0.00133,933312,-1452.59651,0.8629,-0.00078,114343.3979,0.86363,2016.08.15 07:00:00,1,1,1
3347.5,3392,3303,0.86352,0.86296,57.32184,14.28234,20.33118,0.00074,0.00132,922732,-1520.44134,0.86296,-0.00073,115413.2856,0.86352,2016.08.15 08:00:00,1,1,1
3332,3382,3282,0.86352,0.86301,57.32184,7.48408,18.78197,0.00069,0.00128,922732,-213.85278,0.86301,-0.00048,123699.6856,0.86352,2016.08.15 09:00:00,1,1,1
3391.5,3491,3292,0.86435,0.86313,60.20718,60.34025,18.57538,0.00072,0.00135,962358,3437.94306,0.86313,-0.00016,141023.6152,0.86435,2016.08.15 10:00:00,1,1,1
3429,3488,3370,0.86449,0.86325,60.67801,68.93204,18.38756,0.00074,0.00134,995244,7623.18189,0.86325,9.00E-05,152171.4118,0.86449,2016.08.15 11:00:00,1,1,1
3500.5,3552,3449,0.86501,0.86341,62.41249,117.99002,19.41594,0.00079,0.00125,1024139,10348.13009,0.86341,0.00028,152451.9458,0.86501,2016.08.15 12:00:00,1,1,1
3475.5,3528,3423,0.86466,0.86353,60.52568,73.4785,19.58715,0.00079,0.00117,998845,11242.70393,0.86353,0.00028,147874.9363,0.86466,2016.08.15 13:00:00,1,1,1
3588.5,3729,3448,0.86712,0.86385,67.75009,285.80726,20.96395,0.00098,0.00119,1031838,16248.27306,0.86385,0.00042,177110.7263,0.86713,2016.08.15 14:00:00,1,1,1
3751,3843,3659,0.86779,0.86421,69.32518,273.89486,23.04554,0.00117,0.00122,1071715,21222.68553,0.86421,0.00063,189247.2046,0.86779,2016.08.15 15:00:00,1,1,1
3861.5,3967,3756,0.86936,0.86468,72.66034,288.65295,25.58786,0.00143,0.00125,1110637,28504.6427,0.86468,0.00088,216732.4084,0.86936,2016.08.15 16:00:00,1,1,1
3949,4029,3869,0.86964,0.86513,73.20587,227.35446,28.27566,0.00164,0.00129,1151624,34044.40428,0.86513,0.00105,224417.4709,0.86964,2016.08.15 17:00:00,1,1,1
3954,4031,3877,0.86993,0.86557,73.77495,184.18761,30.73179,0.00181,0.0013,1183385,39607.03212,0.86557,0.00118,240504.2111,0.86993,2016.08.15 18:00:00,1,1,1
3927.5,4009,3846,0.86846,0.86583,66.28223,107.89747,32.29157,0.0018,0.00133,1165954,39726.45946,0.86583,0.00104,223073.2111,0.86846,2016.08.15 19:00:00,1,1,1
3850,3872,3828,0.86834,0.86606,65.7102,89.76094,32.34666,0.00177,0.00128,1153383,37450.51725,0.86606,0.00057,213930.6657,0.86834,2016.08.15 20:00:00,1,1,1
3844,3880,3808,0.86857,0.86629,66.29559,85.04871,31.54636,0.00174,0.00127,1166931,35825.91611,0.86629,5.00E-05,218822.999,0.86857,2016.08.15 21:00:00,1,1,1
3848,3874,3822,0.86873,0.86651,66.7107,79.71998,30.81882,0.00171,0.00126,1180068,35913.60168,0.86651,-0.00043,231454.7298,0.86873,2016.08.15 22:00:00,1,1,1
3823.5,3873,3774,0.86834,0.86668,65.02879,63.82904,28.7039,0.00164,0.00128,1170531,35693.57059,0.86668,-0.00075,234826.3964,0.86841,2016.08.15 23:00:00,1,1,1
3814.5,3845,3784,0.8681,0.86681,63.40281,50.2605,26.78124,0.00155,0.00127,1168242,34678.60348,0.86681,-0.00087,234488.6751,0.8681,2016.08.16 00:00:00,1,1,1
3796,3827,3765,0.8678,0.8669,61.83183,37.1002,24.5404,0.00143,0.00121,1155038,32114.23097,0.8669,-0.00081,227673.7074,0.8678,2016.08.16 01:00:00,1,1,1
3785.5,3818,3753,0.86815,0.86701,62.95621,43.08037,23.00436,0.00135,0.00118,1167486,31433.48711,0.86701,-0.00069,238972.6612,0.86815,2016.08.16 02:00:00,1,1,1
3778,3824,3732,0.86754,0.86706,59.73589,18.81188,22.20533,0.00122,0.0012,1149191,28736.38883,0.86706,-0.0006,229427.4438,0.86754,2016.08.16 03:00:00,1,1,1
3780,3811,3749,0.86804,0.86715,61.43374,32.33645,21.47894,0.00115,0.00118,1163138,27962.17075,0.86715,-0.00049,240225.1213,0.86804,2016.08.16 04:00:00,1,1,1
3768.5,3811,3726,0.86771,0.8672,59.68948,13.43395,21.54077,0.00105,0.00118,1146881,26950.92861,0.8672,-0.00043,241181.4154,0.86771,2016.08.16 05:00:00,1,1,1
3762.5,3798,3727,0.86746,0.86723,58.37117,-7.97351,21.59698,0.00094,0.00116,1128871,24317.19888,0.86723,-0.00036,232810.5703,0.86746,2016.08.16 06:00:00,1,1,1
3765,3797,3733,0.86794,0.86729,60.14571,11.13244,21.64808,0.00089,0.0011,1144124,24167.92905,0.86729,-0.00031,246633.6016,0.86794,2016.08.16 07:00:00,1,1,1
3806.5,3858,3755,0.868,0.86735,60.36745,4.86193,20.025,0.00084,0.00109,1168208,23033.28995,0.86735,-0.00022,243593.8734,0.868,2016.08.16 08:00:00,1,1,1
3983,4193,3773,0.87165,0.86775,70.75917,270.72747,20.64325,0.00108,0.00124,1211758,27740.80972,0.86775,8.00E-05,281337.2067,0.87165,2016.08.16 09:00:00,1,1,1
4137.5,4249,4026,0.87163,0.8681,70.65259,226.34964,21.71459,0.00125,0.0013,1160185,32196.44239,0.8681,0.00052,293131.9287,0.87163,2016.08.16 10:00:00,1,1,1
3935,4178,3692,0.86846,0.86813,56.49118,-14.962,20.43356,0.00113,0.0014,1111814,31684.16158,0.86813,0.00056,275415.8011,0.86846,2016.08.16 11:00:00,1,1,1
3806.5,3869,3744,0.8681,0.86813,55.17251,-44.47287,19.26899,0.00098,0.00137,1071307,30975.66518,0.86813,0.00037,277684.1931,0.8681,2016.08.16 12:00:00,1,1,1
3858.5,3964,3753,0.86884,0.86819,57.32266,16.11612,19.29601,0.00092,0.00137,1109238,31247.1774,0.86819,0.00016,286852.3495,0.86884,2016.08.16 13:00:00,1,1,1
3986,4144,3828,0.87122,0.86847,63.27186,180.70951,20.43558,0.00105,0.00144,1152828,36691.3077,0.86847,-0.00013,324372.8559,0.87122,2016.08.16 14:00:00,1,1,1
4043,4128,3958,0.86996,0.8686,58.72155,89.4004,21.47155,0.00104,0.00145,1103203,35203.91362,0.8686,-0.00046,296933.15,0.86996,2016.08.16 15:00:00,1,1,1
3870,4005,3735,0.86859,0.8686,54.26603,-9.8184,19.88381,0.00091,0.0015,1049490,32693.41271,0.8686,-0.00057,292556.5352,0.86859,2016.08.16 16:00:00,1,1,1
3824.5,3902,3747,0.86841,0.86858,53.673,-23.81305,18.44041,0.00078,0.00155,1002335,31739.0618,0.86858,-0.00047,301987.5352,0.8684,2016.08.16 17:00:00,1,1,1
3706,3861,3551,0.86624,0.86837,47.47937,-161.20566,17.946,0.0005,0.00167,962551,27018.63625,0.86837,-0.0006,280940.5158,0.86624,2016.08.16 18:00:00,1,1,1
3532.5,3647,3418,0.86447,0.86802,43.19101,-241.23471,18.61809,0.00013,0.00175,937417,20200.257,0.86802,-0.00112,262172.3324,0.86447,2016.08.16 19:00:00,1,1,1
3461.5,3514,3409,0.86431,0.86768,42.82389,-210.61311,19.38181,-0.00017,0.00175,915840,13098.02743,0.86768,-0.00171,249637.1229,0.86431,2016.08.16 20:00:00,1,1,1
3467,3504,3430,0.8649,0.86743,44.64564,-154.72582,20.07611,-0.00036,0.00176,930724,9429.85923,0.86743,-0.00183,258889.3391,0.8649,2016.08.16 21:00:00,1,1,1
3482,3513,3451,0.86497,0.8672,44.86448,-130.75607,20.19828,-0.00049,0.00176,943359,7687.1561,0.8672,-0.0017,265003.0488,0.86497,2016.08.16 22:00:00,1,1,1
3468,3498,3438,0.86444,0.86695,43.52235,-130.34301,20.79146,-0.00064,0.00176,933475,5118.69285,0.86695,-0.00135,257425.3154,0.86445,2016.08.16 23:00:00,1,1,1
3447,3465,3429,0.86434,0.86672,43.23507,-116.02902,21.85632,-0.00075,0.00173,931025,2969.63145,0.86672,-0.00082,255655.871,0.86434,2016.08.17 00:00:00,1,1,1
3391.5,3483,3300,0.8645,0.86651,43.80162,-96.4546,24.03075,-0.00082,0.00179,948313,3195.29989,0.86651,-0.00043,266708.8546,0.8645,2016.08.17 01:00:00,1,1,1
3500.5,3555,3446,0.8654,0.86641,46.92998,-60.30599,23.77439,-0.00079,0.0018,964712,5167.42148,0.86641,-3.00E-05,278594.3684,0.8654,2016.08.17 02:00:00,1,1,1
3494,3553,3435,0.8645,0.86624,44.33841,-79.07298,23.72393,-0.00083,0.00182,944081,3946.86268,0.86624,0.00019,263208.5379,0.8645,2016.08.17 03:00:00,1,1,1
3452,3499,3405,0.86459,0.86609,44.65929,-69.27514,24.28945,-0.00085,0.00184,963526,3485.6995,0.86609,0.00025,266104.6017,0.86459,2016.08.17 04:00:00,1,1,1
3474,3512,3436,0.86498,0.86599,46.07379,-53.39448,24.22347,-0.00082,0.00182,979285,4675.4898,0.86599,0.00032,276057.6543,0.86498,2016.08.17 05:00:00,1,1,1
3484,3515,3453,0.86492,0.86589,45.88434,-50.55132,23.99444,-0.00079,0.00165,966761,5894.63115,0.86589,0.00042,279289.6543,0.86492,2016.08.17 06:00:00,1,1,1
3490.5,3519,3462,0.86491,0.8658,45.85134,-46.83205,23.52681,-0.00076,0.00158,952368,6632.06685,0.8658,0.00034,279542.1631,0.86491,2016.08.17 07:00:00,1,1,1
3437,3507,3367,0.86401,0.86564,42.93391,-73.7859,24.57427,-0.0008,0.00141,931495,5276.34422,0.86564,0.00021,268807.4774,0.86401,2016.08.17 08:00:00,1,1,1
3412.5,3493,3332,0.86449,0.86553,44.81821,-53.54467,25.91456,-0.00079,0.00143,960307,6196.52551,0.86553,0.00013,281155.4774,0.86447,2016.08.17 09:00:00,1,1,1
3528.5,3609,3448,0.86608,0.86558,50.82278,15.82935,24.69719,-0.00064,0.0014,999210,12872.20535,0.86558,0.0002,320058.4774,0.86609,2016.08.17 10:00:00,1,1,1
3457.5,3633,3282,0.86558,0.86558,49.05819,7.14903,24.56543,-0.00055,0.00142,953091,21332.85012,0.86558,0.00017,346468.503,0.86558,2016.08.17 11:00:00,1,1,1
3493.5,3596,3391,0.86409,0.86545,44.33598,-82.32323,24.44566,-0.0006,0.00144,915563,21694.72451,0.86545,0.00019,315530.7859,0.86409,2016.08.17 12:00:00,1,1,1
3550,3696,3404,0.8664,0.86553,51.79176,118.80055,23.24995,-0.00045,0.00145,952170,24918.76608,0.86553,0.00035,337344.5462,0.86637,2016.08.17 13:00:00,1,1,1
3659,3729,3589,0.86663,0.86563,52.55272,180.02087,21.47075,-0.0003,0.00144,983819,26838.35883,0.86563,0.00064,339153.0605,0.86663,2016.08.17 14:00:00,1,1,1
3602,3671,3533,0.86544,0.86561,48.84728,58.58881,20.85765,-0.00028,0.00136,947916,22735.95179,0.86561,0.00061,308973.7272,0.86544,2016.08.17 15:00:00,1,1,1
3606,3693,3519,0.86656,0.8657,52.17939,157.17822,19.90579,-0.00017,0.00133,987282,23021.42458,0.8657,0.00066,331597.8651,0.86656,2016.08.17 16:00:00,1,1,1
3620,3683,3557,0.86678,0.8658,52.81336,150.18037,19.04047,-7.00E-05,0.00134,1032252,29279.36607,0.8658,0.00063,372998.8175,0.86678,2016.08.17 17:00:00,1,1,1
3616.5,3705,3528,0.8656,0.86578,49.14417,36.64739,18.70992,-8.00E-05,0.00139,992465,28839.67739,0.86578,0.0005,347598.0774,0.8656,2016.08.17 18:00:00,1,1,1
3609,3672,3546,0.86628,0.86582,51.16683,87.08901,18.40941,-3.00E-05,0.00142,1018472,29066.5788,0.86582,0.00031,355028.6488,0.86627,2016.08.17 19:00:00,1,1,1
3599.5,3648,3551,0.86618,0.86586,50.8814,72.09684,18.13623,0,0.00144,996215,29911.32762,0.86586,0.00026,363518.4323,0.86618,2016.08.17 20:00:00,1,1,1
3552,3653,3451,0.86555,0.86583,48.84683,12.79237,19.30123,-3.00E-05,0.00152,946686,29963.52178,0.86583,0.00014,364499.2046,0.86554,2016.08.17 21:00:00,1,1,1
3525,3572,3478,0.86568,0.86581,49.31236,21.54341,20.36033,-4.00E-05,0.00148,969986,32709.46387,0.86581,-2.00E-05,385816.2259,0.86568,2016.08.17 22:00:00,1,1,1
3574,3601,3547,0.86585,0.86582,49.89377,35.21417,19.00948,-4.00E-05,0.00145,979517,34456.0502,0.86582,-3.00E-05,389699.2259,0.86585,2016.08.17 23:00:00,1,1,1
3551,3588,3514,0.86534,0.86577,48.15388,-18.03403,19.07658,-7.00E-05,0.00143,975904,34599.71726,0.86577,-3.00E-05,388039.1988,0.86534,2016.08.18 00:00:00,1,1,1
3568.5,3604,3533,0.86592,0.86579,50.22651,36.27022,18.29583,-5.00E-05,0.00142,987583,35141.27357,0.86579,5.00E-05,395770.3678,0.86592,2016.08.18 01:00:00,1,1,1
3610,3654,3566,0.86613,0.86582,50.97164,53.493,17.45275,-2.00E-05,0.00142,1003131,34880.50203,0.86582,0.00021,396830.4588,0.86613,2016.08.18 02:00:00,1,1,1
3591,3638,3544,0.86582,0.86582,49.81571,16.09195,15.95206,-2.00E-05,0.00144,980091,33208.06902,0.86582,0.00031,392418.5439,0.86582,2016.08.18 03:00:00,1,1,1
3521.5,3589,3454,0.86564,0.8658,49.13634,-8.98848,16.14482,-3.00E-05,0.00148,955943,33731.91026,0.8658,0.00017,407622.8402,0.86564,2016.08.18 04:00:00,1,1,1
3577,3617,3537,0.8658,0.8658,49.77562,0.13856,15.26682,-3.00E-05,0.00145,978012,33585.76371,0.8658,0.00012,409278.0152,0.8658,2016.08.18 05:00:00,1,1,1
3614,3663,3565,0.86654,0.86587,52.66477,100.06358,14.51331,3.00E-05,0.00142,995336,34972.67566,0.86587,8.00E-05,423420.056,0.86654,2016.08.18 06:00:00,1,1,1
3627,3659,3595,0.86607,0.86589,50.71904,27.0632,13.82831,4.00E-05,0.00137,978235,33423.08038,0.86589,2.00E-05,412731.931,0.86607,2016.08.18 07:00:00,1,1,1
3622.5,3641,3604,0.86619,0.86592,51.20236,41.45327,13.20558,6.00E-05,0.00122,999041,30980.69787,0.86592,4.00E-05,408795.6607,0.86619,2016.08.18 08:00:00,1,1,1
3608,3678,3538,0.86663,0.86598,52.97785,106.42919,12.7769,0.00011,0.00119,1030059,32488.58029,0.86598,0.00012,433166.9464,0.86663,2016.08.18 09:00:00,1,1,1
3650.5,3726,3575,0.86591,0.86597,49.86077,-21.52335,11.79884,9.00E-05,0.00112,986249,27285.57032,0.86597,0.00015,398641.1848,0.86591,2016.08.18 10:00:00,1,1,1
3338,3683,2993,0.86031,0.86546,33.67823,-581.53453,12.58684,-0.00038,0.00139,935690,15960.40788,0.86546,-0.00032,353651.0022,0.86031,2016.08.18 11:00:00,1,1,1
2997.5,3082,2913,0.85973,0.86494,32.53008,-364.92689,14.16916,-0.00078,0.0014,895187,6007.68981,0.86494,-0.00115,341907.5288,0.85973,2016.08.18 12:00:00,1,1,1
3014,3079,2949,0.86078,0.86456,36.63631,-209.22275,15.60762,-0.00101,0.00138,931821,4823.68,0.86456,-0.00172,377977.9288,0.86078,2016.08.18 13:00:00,1,1,1
3127,3217,3037,0.86106,0.86424,37.69799,-151.71553,14.66892,-0.00115,0.00141,970595,2467.43361,0.86424,-0.00189,368930.6622,0.86106,2016.08.18 14:00:00,1,1,1
3061,3124,2998,0.86037,0.86389,36.13153,-142.66335,14.48588,-0.00131,0.00138,926182,-1886.87303,0.86389,-0.00202,352011.4241,0.86037,2016.08.18 15:00:00,1,1,1
3113,3193,3033,0.86132,0.86366,39.75077,-94.55062,13.22783,-0.00134,0.0014,967099,-3266.82333,0.86366,-0.00147,361729.2116,0.86132,2016.08.18 16:00:00,1,1,1
3117,3197,3037,0.86067,0.86338,38.19578,-98.18986,12.02822,-0.0014,0.00143,927354,-8085.37017,0.86338,-0.00052,336888.5866,0.86067,2016.08.18 17:00:00,1,1,1
3130.5,3226,3035,0.86213,0.86327,43.41615,-51.01331,11.32987,-0.00131,0.00142,961894,-6439.99507,0.86327,0.00012,366726.8065,0.86213,2016.08.18 18:00:00,1,1,1
3221.5,3279,3164,0.86234,0.86319,44.12888,-40.56343,11.79021,-0.00121,0.00143,986071,-4335.62382,0.86319,0.00046,371982.676,0.86234,2016.08.18 19:00:00,1,1,1
3276.5,3345,3208,0.86339,0.86321,47.62535,-8.90467,13.17017,-0.00104,0.00147,1004633,-64.79365,0.86321,0.00075,389189.7855,0.8634,2016.08.18 20:00:00,1,1,1
3326,3361,3291,0.86355,0.86324,48.10788,-2.41308,14.83585,-0.00087,0.00147,1027337,5841.4086,0.86324,0.00084,408001.6712,0.86355,2016.08.18 21:00:00,1,1,1
3303,3362,3244,0.86296,0.86321,46.3445,-15.97333,15.08161,-0.00079,0.00149,1008321,9376.67473,0.86321,0.00087,405745.5357,0.86296,2016.08.18 22:00:00,1,1,1
3261.5,3324,3199,0.86207,0.86311,43.85557,-37.58369,14.28528,-0.00078,0.00151,993739,9625.29175,0.86311,0.00082,393496.6557,0.86209,2016.08.18 23:00:00,1,1,1
3206.5,3255,3158,0.86247,0.86305,45.13577,-22.49651,13.4725,-0.00073,0.00151,1002791,10719.21168,0.86305,0.00055,400682.2639,0.86245,2016.08.19 00:00:00,1,1,1
3199,3254,3144,0.86203,0.86296,43.90929,-32.27618,13.03539,-0.00072,0.0015,985834,11417.64442,0.86296,0.00026,401915.5003,0.86203,2016.08.19 01:00:00,1,1,1
3214.5,3236,3193,0.86209,0.86288,44.13698,-25.95333,12.63802,-0.0007,0.00148,997102,11175.77525,0.86288,0,399032.9886,0.86209,2016.08.19 02:00:00,1,1,1
3237,3270,3204,0.86244,0.86284,45.49226,-6.61157,12.14947,-0.00065,0.00147,1015362,11373.08168,0.86284,-7.00E-05,402906.322,0.86244,2016.08.19 03:00:00,1,1,1
