Mean,High,Low,Open,Ma,Rsi,CCI,adx,Macd,atr,Chaiken,HighLow,Aligator,AC,AD,Close,Date,Dt,Mom-BollObv,Adx-Boll
6877.5,6927,6828,0.89922,0.89891,51.11847,36.49148,16.46066,2.00E-05,0.00129,1669694,2464.27849,0.89891,0.00029,-1901429.423,0.89922,2018.12.18 22:00:00,1,1,1
6877.5,6926,6829,0.89835,0.89885,47.62787,-54.91663,15.98357,-4.00E-05,0.00132,1667349,2418.90391,0.89885,9.00E-05,-1903774.423,0.89829,2018.12.18 23:00:00,1,1,1
6872,6927,6817,0.89875,0.89884,49.38389,-3.78038,15.87182,-4.00E-05,0.00135,1670819,2353.06599,0.89884,-2.00E-05,-1903648.241,0.89874,2018.12.19 00:00:00,1,1,1
6885.5,6921,6850,0.89893,0.89885,50.08679,19.41272,15.77024,-3.00E-05,0.00137,1673240,2325.21982,0.89885,-0.00011,-1903204.959,0.89892,2018.12.19 01:00:00,1,1,1
6881.5,6912,6851,0.89894,0.89886,50.16752,22.39693,15.67789,-2.00E-05,0.00136,1676671,2477.09317,0.89886,-0.0001,-1901798.812,0.89894,2018.12.19 02:00:00,1,1,1
6878.5,6899,6858,0.8987,0.89885,49.20645,-3.40713,15.59393,-3.00E-05,0.00136,1674809,2415.96979,0.89885,-5.00E-05,-1902480.031,0.89871,2018.12.19 03:00:00,1,1,1
6855.5,6880,6831,0.89849,0.89881,48.27756,-29.44106,17.28293,-5.00E-05,0.00134,1672307,2213.78245,0.89881,-3.00E-05,-1903143.827,0.89849,2018.12.19 04:00:00,1,1,1
6838.5,6857,6820,0.89832,0.89877,47.54927,-49.7894,19.53108,-9.00E-05,0.00134,1670125,1903.64738,0.89877,-3.00E-05,-1903910.476,0.89832,2018.12.19 05:00:00,1,1,1
6886.5,6946,6827,0.89911,0.8988,51.14536,38.13566,18.37477,-5.00E-05,0.00133,1672245,1787.80394,0.8988,0,-1903037.535,0.89911,2018.12.19 06:00:00,1,1,1
6929.5,6953,6906,0.89937,0.89885,52.36088,73.42657,16.82349,1.00E-05,0.00124,1673317,1737.13178,0.89885,7.00E-05,-1902604.173,0.89939,2018.12.19 07:00:00,1,1,1
6945,6964,6926,0.89938,0.8989,52.31207,70.1205,16.08844,5.00E-05,0.0012,1671416,1551.68006,0.8989,0.00016,-1903304.541,0.89938,2018.12.19 08:00:00,1,1,1
6967.5,7006,6929,0.89945,0.89895,52.63657,88.10208,16.83499,8.00E-05,0.00114,1675061,1051.07562,0.89895,0.00028,-1905434.736,0.89945,2018.12.19 09:00:00,1,1,1
7032,7133,6931,0.90091,0.89913,58.7427,239.52683,18.73709,0.00023,0.00108,1679379,1080.35508,0.89913,0.00048,-1902955.093,0.9009,2018.12.19 10:00:00,1,1,1
7065,7179,6951,0.90002,0.89921,54.14302,120.10474,20.80038,0.00026,0.00114,1674646,639.83061,0.89921,0.00058,-1905695.25,0.89999,2018.12.19 11:00:00,1,1,1
7077.5,7191,6964,0.90188,0.89945,60.8314,291.66667,22.7652,0.00044,0.00116,1678808,969.56638,0.89945,0.00059,-1901643.259,0.90188,2018.12.19 12:00:00,1,1,1
7167.5,7236,7099,0.90133,0.89962,58.28125,188.46154,25.0887,0.00053,0.00113,1673938,793.44717,0.89962,0.00067,-1904024.938,0.90134,2018.12.19 13:00:00,1,1,1
7205,7316,7094,0.90316,0.89994,63.67089,261.89209,27.71873,0.00074,0.00113,1678301,1349.44664,0.89994,0.00072,-1899661.938,0.90316,2018.12.19 14:00:00,1,1,1
7346.5,7408,7285,0.90324,0.90024,63.88623,203.68293,30.95004,0.00091,0.00111,1682758,1438.45275,0.90024,0.00085,-1901292.548,0.90324,2018.12.19 15:00:00,1,1,1
7249,7334,7164,0.90219,0.90042,58.89233,117.83582,31.30721,0.00094,0.00113,1677129,1108.23754,0.90042,0.00075,-1903544.148,0.90215,2018.12.19 16:00:00,1,1,1
7275,7358,7192,0.90337,0.90068,62.351,148.57388,31.85329,0.00105,0.00117,1683796,1650.20315,0.90068,0.00066,-1898563.979,0.90337,2018.12.19 17:00:00,1,1,1
7261.5,7364,7159,0.90166,0.90077,55.48102,63.21973,31.80306,0.00098,0.0012,1678883,1253.9854,0.90077,0.00042,-1903141.457,0.90166,2018.12.19 18:00:00,1,1,1
7244.5,7340,7149,0.90291,0.90097,58.9524,103.25367,31.57327,0.00102,0.00125,1684260,1371.85642,0.90097,0.00016,-1900523.337,0.90291,2018.12.19 19:00:00,1,1,1
7292.5,7338,7247,0.90247,0.9011,57.30101,76.62457,31.36437,0.00101,0.00124,1679483,661.06719,0.9011,-0.00014,-1905300.337,0.90247,2018.12.19 20:00:00,1,1,1
7183,7305,7061,0.9008,0.90108,51.57758,4.96483,28.66313,0.00085,0.00131,1665390,-1713.1021,0.90108,-0.00031,-1917083.009,0.90081,2018.12.19 21:00:00,1,1,1
7122.5,7190,7055,0.90148,0.90112,53.60032,30.64679,26.08252,0.00078,0.00134,1673267,-2782.37345,0.90112,-0.0005,-1913873.861,0.9015,2018.12.19 22:00:00,1,1,1
7181,7232,7130,0.90174,0.90117,54.29756,36.92185,24.83432,0.00073,0.00136,1676665,-3522.38509,0.90117,-0.00053,-1914340.253,0.90174,2018.12.19 23:00:00,1,1,1
7121,7214,7028,0.9017,0.90122,54.15515,30.33333,22.99265,0.00067,0.00143,1673333,-3667.58907,0.90122,-0.00062,-1912584.683,0.9017,2018.12.20 00:00:00,1,1,1
7190.5,7219,7162,0.9018,0.90127,54.43747,29.84608,21.07287,0.00063,0.00143,1675730,-3837.11189,0.90127,-0.00066,-1913551.894,0.90179,2018.12.20 01:00:00,1,1,1
7187,7206,7168,0.9018,0.90132,54.47018,24.51445,19.32761,0.0006,0.00143,1677320,-3958.68231,0.90132,-0.00047,-1914137.683,0.9018,2018.12.20 02:00:00,1,1,1
7175.5,7202,7149,0.90183,0.90137,54.57291,20.71684,18.75125,0.00056,0.0014,1679128,-3870.19467,0.90137,-0.00025,-1913625.985,0.90183,2018.12.20 03:00:00,1,1,1
7164.5,7192,7137,0.9017,0.9014,54.06058,4.58046,18.78476,0.00052,0.0014,1677392,-3656.62388,0.9014,-0.00018,-1913215.658,0.90171,2018.12.20 04:00:00,1,1,1
7187.5,7205,7170,0.90172,0.90143,54.13593,-3.85409,17.5527,0.00048,0.0014,1679028,-3643.55689,0.90143,-4.00E-05,-1914571.201,0.90173,2018.12.20 05:00:00,1,1,1
7138,7194,7082,0.90147,0.90143,52.95044,-45.02447,18.2711,0.00043,0.00142,1676957,-3498.88776,0.90143,-0.00015,-1914238.361,0.90147,2018.12.20 06:00:00,1,1,1
7115,7153,7077,0.90102,0.90139,50.92386,-97.70115,19.05482,0.00034,0.00136,1674736,-3441.60933,0.90139,-0.00027,-1914998.177,0.90102,2018.12.20 07:00:00,1,1,1
7111.5,7145,7078,0.90122,0.90138,51.78502,-86.58354,19.7673,0.00029,0.00128,1677541,-3184.46805,0.90138,-0.00034,-1914118.998,0.90122,2018.12.20 08:00:00,1,1,1
7183.5,7282,7085,0.90229,0.90146,56.18473,42.34637,18.13344,0.00033,0.00127,1682066,-2589.61686,0.90146,-0.00028,-1911936.891,0.90231,2018.12.20 09:00:00,1,1,1
7230.5,7298,7163,0.90245,0.90155,56.75493,52.93932,16.65263,0.00037,0.00127,1687290,-1934.33848,0.90155,-0.00017,-1910737.306,0.90246,2018.12.20 10:00:00,1,1,1
7367,7505,7229,0.90475,0.90184,64.19226,265.13786,17.08462,0.00058,0.00129,1694489,-555.57658,0.90184,0.00018,-1905155.473,0.90474,2018.12.20 11:00:00,1,1,1
7418.5,7476,7361,0.90393,0.90203,60.32237,170.82003,17.47734,0.00067,0.00129,1688785,-5.32128,0.90203,0.00053,-1907685.073,0.90393,2018.12.20 12:00:00,1,1,1
7339,7402,7276,0.903,0.90213,56.81479,85.22278,15.90969,0.00067,0.00127,1683386,29.12777,0.90213,0.00065,-1909827.533,0.90314,2018.12.20 13:00:00,1,1,1
7357,7414,7300,0.90371,0.90228,58.63692,129.87864,14.71263,0.00071,0.00124,1688222,240.92027,0.90228,0.00059,-1908639.744,0.90371,2018.12.20 14:00:00,1,1,1
7343,7381,7305,0.90319,0.90236,56.35906,76.42747,13.62439,0.00069,0.00118,1683184,-126.36174,0.90236,0.0004,-1911821.638,0.90319,2018.12.20 15:00:00,1,1,1
7397.5,7476,7319,0.90445,0.90255,60.28437,156.45331,14.14817,0.00077,0.00117,1689014,187.31669,0.90255,0.00012,-1908293.931,0.90445,2018.12.20 16:00:00,1,1,1
7372.5,7451,7294,0.90349,0.90264,56.23771,77.25292,14.11205,0.00075,0.0012,1681911,58.64408,0.90264,-0.00016,-1910420.307,0.90349,2018.12.20 17:00:00,1,1,1
7294,7378,7210,0.90363,0.90273,56.71441,77.52517,13.02861,0.00073,0.00116,1687363,692.38297,0.90273,-0.00031,-1905876.974,0.90364,2018.12.20 18:00:00,1,1,1
7400,7456,7344,0.90387,0.90283,57.42855,82.10342,13.28725,0.00073,0.00115,1692671,897.62805,0.90283,-0.00026,-1907203.974,0.90386,2018.12.20 19:00:00,1,1,1
7405,7492,7318,0.90469,0.903,60.04016,120.02618,13.94009,0.00078,0.00118,1696257,1436.84541,0.903,-0.00013,-1904565.997,0.90469,2018.12.20 20:00:00,1,1,1
7503,7545,7461,0.90522,0.9032,61.61884,135.09165,15.65321,0.00086,0.00114,1701243,2130.67893,0.9032,2.00E-05,-1902310.425,0.90522,2018.12.20 21:00:00,1,1,1
7501.5,7531,7472,0.90479,0.90335,59.74829,101.66193,17.21058,0.00088,0.00114,1696236,2028.77766,0.90335,0.00015,-1905620.137,0.90482,2018.12.20 22:00:00,1,1,1
7446.5,7497,7396,0.90407,0.90341,56.33644,52.94477,16.42159,0.00082,0.00117,1694199,1653.29466,0.90341,0.00029,-1907253.771,0.90406,2018.12.20 23:00:00,1,1,1
7424,7492,7356,0.90443,0.90351,57.57485,69.13796,14.98592,0.0008,0.00121,1695652,1424.29723,0.90351,0.00019,-1906847.786,0.90443,2018.12.21 00:00:00,1,1,1
7428.5,7454,7403,0.90424,0.90357,56.70764,53.04991,13.68077,0.00076,0.0012,1691814,1128.04088,0.90357,0.00012,-1907525.08,0.90424,2018.12.21 01:00:00,1,1,1
7419,7463,7375,0.90399,0.90361,55.59694,33.28375,13.1759,0.0007,0.00123,1686313,522.50102,0.90361,-0.00012,-1909900.512,0.904,2018.12.21 02:00:00,1,1,1
7418.5,7440,7397,0.90411,0.90366,56.01158,36.4516,12.71693,0.00065,0.0012,1688620,-30.27328,0.90366,-0.00029,-1910705.279,0.90411,2018.12.21 03:00:00,1,1,1
7441,7482,7400,0.90423,0.90371,56.4771,40.63071,12.24661,0.00061,0.0012,1690990,-572.00897,0.90371,-0.00026,-1911745.767,0.90423,2018.12.21 04:00:00,1,1,1
7446.5,7471,7422,0.90464,0.90379,58.06906,78.27814,11.81906,0.00061,0.00119,1692222,-788.374,0.90379,-0.00018,-1910865.767,0.90464,2018.12.21 05:00:00,1,1,1
7477.5,7503,7452,0.90483,0.90389,58.8023,95.71755,12.91669,0.00062,0.00112,1695212,-815.37999,0.90389,-4.00E-05,-1910220.865,0.90483,2018.12.21 06:00:00,1,1,1
7477,7498,7456,0.90486,0.90398,58.96094,94.85315,13.91454,0.00062,0.00108,1697318,-655.71634,0.90398,3.00E-05,-1909218.008,0.90487,2018.12.21 07:00:00,1,1,1
7453,7499,7407,0.90415,0.90399,55.01288,-2.50716,13.09044,0.00056,0.00099,1695162,-807.84343,0.90399,1.00E-05,-1910952.182,0.90416,2018.12.21 08:00:00,1,1,1
7443.5,7484,7403,0.90477,0.90406,57.53591,79.2741,12.19414,0.00055,0.00097,1698222,-502.5498,0.90406,-5.00E-05,-1908496.626,0.90476,2018.12.21 09:00:00,1,1,1
7379.5,7477,7282,0.90324,0.90399,50.06684,-144.5759,12.44194,0.00042,0.00101,1693312,-727.62031,0.90399,-0.00022,-1911291.549,0.90324,2018.12.21 10:00:00,1,1,1
7230,7331,7129,0.90227,0.90383,46.06028,-239.07897,14.14448,0.00023,0.00105,1687281,-893.03998,0.90383,-0.00057,-1911470.688,0.90227,2018.12.21 11:00:00,1,1,1
7206,7292,7120,0.90136,0.90361,42.69473,-286.83641,15.78177,1.00E-05,0.00109,1681839,-1690.22849,0.90361,-0.00084,-1915900.223,0.90136,2018.12.21 12:00:00,1,1,1
7171.5,7234,7109,0.90159,0.90342,43.83127,-202.6512,17.42924,-0.00015,0.00108,1686552,-2333.31419,0.90342,-0.00102,-1916767.415,0.9016,2018.12.21 13:00:00,1,1,1
7133.5,7222,7045,0.90183,0.90328,44.93029,-154.35506,19.55409,-0.00025,0.00109,1691914,-2241.62473,0.90328,-0.00115,-1913768.33,0.90183,2018.12.21 14:00:00,1,1,1
7165,7250,7080,0.90146,0.90311,43.49284,-149.31592,20.84962,-0.00035,0.00109,1686744,-2312.01611,0.90311,-0.00104,-1914923.977,0.90146,2018.12.21 15:00:00,1,1,1
7231,7350,7112,0.90138,0.90296,43.2572,-127.43604,20.53858,-0.00044,0.00115,1681575,-2936.31334,0.90296,-0.00063,-1918876.742,0.9014,2018.12.21 16:00:00,1,1,1
7038.5,7255,6822,0.90047,0.90274,39.89103,-148.42178,21.5821,-0.00057,0.00127,1672754,-3214.21185,0.90274,-0.00056,-1918367.446,0.90051,2018.12.21 17:00:00,1,1,1
7006.5,7150,6863,0.89906,0.9024,35.20458,-182.86499,22.53077,-0.00078,0.00137,1664208,-4282.82519,0.9024,-0.00052,-1924352.624,0.89906,2018.12.21 18:00:00,1,1,1
7003,7100,6906,0.90075,0.90225,43.47552,-93.34976,23.39319,-0.0008,0.00143,1669672,-4241.97018,0.90225,-0.00048,-1920127.881,0.90078,2018.12.21 19:00:00,1,1,1
6989.5,7075,6904,0.89958,0.90201,39.75781,-126.31493,24.20205,-0.0009,0.00147,1665688,-4351.21804,0.90201,-0.00053,-1921595.671,0.89958,2018.12.21 20:00:00,1,1,1
6984,7029,6939,0.89973,0.9018,40.38233,-108.3373,24.93738,-0.00096,0.00145,1668935,-4464.56541,0.9018,-0.00062,-1922461.538,0.89972,2018.12.21 21:00:00,1,1,1
6971,7021,6921,0.89956,0.9016,39.85553,-104.65365,26.04152,-0.00101,0.00147,1665498,-4615.35486,0.9016,-0.00039,-1923561.378,0.89955,2018.12.21 22:00:00,1,1,1
6941.5,6991,6892,0.89839,0.90144,41.22879,-85.72096,27.6885,-0.00101,0.00147,1668369,-4221.11233,0.90144,-0.00022,-1921096.378,0.89984,2018.12.21 23:00:00,1,1,1
6863.5,6916,6811,0.89883,0.9012,38.05161,-114.75678,30.02376,-0.00109,0.00154,1667011,-3776.13077,0.9012,-0.00019,-1920591.978,0.89883,2018.12.24 00:00:00,1,1,1
6903.5,6951,6856,0.89892,0.90099,38.49508,-103.68927,30.40352,-0.00112,0.00154,1668202,-3432.78655,0.90099,-0.00012,-1920880.325,0.89892,2018.12.24 01:00:00,1,1,1
6902.5,6920,6885,0.89918,0.90083,39.80225,-86.92735,30.74876,-0.00112,0.00154,1669518,-2935.23398,0.90083,-0.0001,-1919714.725,0.89918,2018.12.24 02:00:00,1,1,1
6898.5,6920,6877,0.89901,0.90066,39.22984,-86.26569,31.48714,-0.00111,0.00153,1668292,-2506.60402,0.90066,-6.00E-05,-1919572.167,0.89901,2018.12.24 03:00:00,1,1,1
6859.5,6903,6816,0.89826,0.90045,36.77963,-111.06284,33.42169,-0.00116,0.00155,1666842,-2335.03956,0.90045,-5.00E-05,-1920688.834,0.89826,2018.12.24 04:00:00,1,1,1
6859,6899,6819,0.89875,0.90029,39.37709,-83.17834,35.18037,-0.00114,0.00155,1667604,-2116.50381,0.90029,9.00E-05,-1920384.034,0.89875,2018.12.24 05:00:00,1,1,1
